City_ID,City,Country,Lat,Lng,Date,Cloudiness,Humidity,Max Temp,Wind Speed
138,Fort-Shevchenko,KZ,44.51,50.26,1528905387,0,59,74.2,3.62
139,Severo-Kurilsk,RU,50.68,156.12,1528905387,92,100,38.02,16.26
140,Arraial Do Cabo,BR,-22.97,-42.02,1528905600,0,65,80.6,4.7
141,Torbay,CA,47.66,-52.73,1528903560,90,93,50,19.46
142,Ahipara,NZ,-35.17,173.16,1528905388,88,91,56.65,9.66
143,Bandarbeyla,SO,9.49,50.81,1528905389,0,79,79.15,32.93
144,Vuktyl,RU,63.86,57.31,1528905389,92,96,52.6,7.43
145,Caravelas,BR,-17.73,-39.27,1528905390,0,98,77.62,10.45
146,Waipawa,NZ,-39.94,176.59,1528905390,92,94,50.89,9.44
147,Khomutovo,RU,52.85,37.45,1528905390,0,65,72.31,5.97
148,Acajutla,SV,13.59,-89.83,1528901400,40,79,84.2,1.12
149,Buritis,BR,-15.62,-46.42,1528905391,0,53,83.74,6.87
150,Meulaboh,ID,4.14,96.13,1528905392,48,100,82.03,3.4
151,Vaini,IN,15.34,74.49,1528905392,100,98,70.42,4.29
152,Teya,MX,21.05,-89.07,1528901400,75,66,86,13.87
153,Bambous Virieux,MU,-20.34,57.76,1528902000,75,69,75.2,14.99
154,Zaragoza,ES,41.65,-0.88,1528903800,20,49,77,28.86
155,Thompson,CA,55.74,-97.86,1528902600,75,76,57.2,3.36
156,Kodiak,US,39.95,-94.76,1528901580,1,50,75.2,13.87
157,Nsanje,MZ,-16.92,35.26,1528905397,92,84,70.33,4.18
158,The Pas,CA,53.82,-101.24,1528902000,1,63,60.8,10.29
159,Masalli,KR,34.8,126.66,1528902000,12,77,68,9.17
160,Talnakh,RU,69.49,88.39,1528905398,20,100,42.79,3.18
161,Ilulissat,GL,69.22,-51.1,1528901400,90,97,32,4.7
162,Vallenar,CL,-28.58,-70.76,1528905399,0,56,54.4,1.28
163,Cap-Aux-Meules,CA,47.38,-61.86,1528902000,40,62,51.8,20.8
164,San Quintin,PH,17.54,120.52,1528902000,90,100,77,13.87
165,Victoria,BN,5.28,115.24,1528902000,75,94,80.6,1.12
166,Okhotsk,RU,59.36,143.24,1528905400,12,100,38.02,2.17
167,Bonavista,CA,48.65,-53.11,1528905401,92,82,46.57,22.97
168,Manokwari,ID,-0.87,134.08,1528905401,80,100,78.07,8.1
169,Lebu,ET,8.96,38.73,1528905404,92,100,55.3,0.72
170,Qostanay,KZ,53.17,63.58,1528902000,75,54,59,6.71
171,Victor Harbor,AU,-35.55,138.62,1528902000,75,82,55.4,17.22
172,Kamenka,RU,53.19,44.05,1528905405,12,98,61.6,9.44
173,Cherskiy,RU,68.75,161.3,1528905405,8,48,55.21,3.18
174,Kimbe,PG,-5.56,150.15,1528905405,92,100,78.43,6.64
175,Guba,PH,10.43,123.89,1528902000,75,74,84.2,8.05
176,Inuvik,CA,68.36,-133.71,1528902000,40,53,51.8,3.36
177,Jiazi,CN,19.61,110.49,1528902000,20,78,82.4,4.47
178,Namatanai,PG,-3.66,152.44,1528905407,76,100,78.07,11.68
179,Port Elizabeth,US,39.31,-74.98,1528903500,90,83,75.2,9.17
180,Chilca,PE,-13.22,-72.34,1528903800,75,47,55.4,3.36
181,Tual,ID,-5.67,132.75,1528905408,68,100,79.78,12.12
182,Puerto Colombia,CO,10.99,-74.96,1528902000,40,74,87.8,6.93
183,Muzhi,RU,65.4,64.7,1528905409,0,63,55.57,10.67
184,Tabuk,PH,17.41,121.44,1528905413,92,86,72.4,1.83
185,Palauig,PH,15.44,119.9,1528905413,92,100,74.11,10.67
186,Komsomolskiy,RU,67.55,63.78,1528905413,0,84,37.39,9.22
187,Atuona,PF,-9.8,-139.03,1528905298,44,100,79.6,12.91
188,Sinnamary,GF,5.38,-52.96,1528905414,92,100,75.19,3.4
189,Kavieng,PG,-2.57,150.8,1528905414,92,100,78.97,5.41
190,Moron,VE,10.49,-68.2,1528905415,0,70,81.67,3.06
191,Fortuna,ES,38.18,-1.13,1528903800,20,64,86,12.75
192,Pangnirtung,CA,66.15,-65.72,1528902000,90,93,35.6,4.7
193,Paamiut,GL,61.99,-49.67,1528905416,68,100,35.32,12.46
194,Juegang,CN,32.31,121.18,1528905417,36,76,75.28,16.6
195,Kiama,AU,-34.67,150.86,1528905418,0,86,50.44,6.87
196,Yamada,JP,36.58,137.08,1528902000,20,72,60.8,14.99
197,Russell,AR,-33.01,-68.8,1528902000,0,48,42.8,3.36
198,Port Hawkesbury,CA,45.62,-61.36,1528902000,1,63,64.4,16.11
199,Naze,NG,5.43,7.07,1528902000,75,62,89.6,9.17
200,Namibe,AO,-15.19,12.15,1528905419,0,89,74.02,17.49
201,Lodja,CD,-3.52,23.6,1528905419,0,20,94.36,4.97
202,Basco,US,40.33,-91.2,1528904100,1,44,77,13.87
203,Suleja,NG,9.18,7.18,1528905420,20,74,87.34,2.95
204,Tazovskiy,RU,67.47,78.7,1528905420,12,60,67.72,14.81
205,Waterloo,CA,43.47,-80.52,1528902000,75,78,75.2,12.75
206,Kruisfontein,ZA,-34,24.73,1528905421,0,47,75.82,8.43
207,Hithadhoo,MV,-0.6,73.08,1528905421,12,100,83.65,6.42
208,Aqtobe,KZ,50.28,57.21,1528902000,0,24,71.6,6.71
209,Trinidad,UY,-33.52,-56.9,1528902000,75,76,50,17.22
210,Jasper,US,33.83,-87.28,1528904100,12,83,78.8,5.19
211,Tempio Pausania,IT,40.9,9.1,1528903800,40,77,69.8,11.41
212,Kununurra,AU,-15.77,128.74,1528902000,75,73,73.4,5.82
213,Zhob,PK,31.34,69.45,1528905423,0,10,80.95,5.64
214,Los Llanos De Aridane,ES,28.66,-17.92,1528903800,20,60,73.4,12.75
215,Nohar,IN,29.18,74.77,1528905423,0,22,98.5,9.55
216,Sainte-Suzanne,CH,47.51,6.77,1528903800,76,48,66.2,10.29
217,Crotone,IT,39.09,17.12,1528901400,0,42,82.4,23.04
218,Gambela,ET,8.25,34.59,1528905424,92,94,68.62,2.95
219,Kavaratti,IN,10.57,72.64,1528905424,80,100,81.67,22.64
220,Ust-Ilimsk,RU,57.96,102.73,1528905425,12,87,60.61,1.95
221,Leo,BF,11.1,-2.1,1528905429,0,66,94.72,4.63
222,Totolapan,MX,18.99,-98.92,1528902840,75,77,59,5.82
223,Funtua,NG,11.52,7.31,1528905429,44,50,90.67,2.17
224,Salalah,OM,17.01,54.1,1528901400,75,89,84.2,10.29
225,Burnie,AU,-41.05,145.91,1528905430,92,100,51.88,21.07
226,Boulder City,US,35.98,-114.83,1528902900,1,11,89.6,3.51
227,Massakory,TD,13,15.73,1528905431,0,46,100.21,6.98
228,Arlit,NE,18.74,7.39,1528905432,0,14,110.92,4.74
229,Zhigansk,RU,66.77,123.37,1528905432,0,56,56.83,4.97
230,Florianopolis,BR,-27.6,-48.55,1528902000,40,64,69.8,3.36
231,Lavrentiya,RU,65.58,-170.99,1528905432,0,76,35.95,8.43
232,Bluefield,US,37.27,-81.22,1528902900,90,78,78.8,11.41
233,Te Anau,NZ,-45.41,167.72,1528905433,8,80,27.22,2.84
234,Marawi,PH,8,124.29,1528905433,44,99,66.73,2.28
235,Amapa,HN,15.09,-87.97,1528905600,75,83,84.2,4.7
236,Palmer,AU,-34.85,139.16,1528902000,75,82,55.4,17.22
237,Cidreira,BR,-30.17,-50.22,1528905434,0,81,51.97,26.33
238,Saint-Pierre,FR,48.95,4.24,1528903800,90,67,66.2,12.75
239,Aykhal,RU,65.95,111.51,1528905439,32,57,62.23,4.74
240,Ondangwa,NA,-17.91,15.98,1528902000,0,13,84.2,2.24
241,Pitimbu,BR,-7.47,-34.81,1528902000,40,54,84.2,17.22
242,Grandview,US,38.89,-94.53,1528905300,1,65,80.6,10.29
243,Williston,US,48.15,-103.62,1528902900,1,36,71.6,8.05
244,Maniitsoq,GL,65.42,-52.9,1528905442,68,97,36.31,5.53
245,Krasnyy Yar,RU,50.7,44.73,1528905443,92,86,64.03,8.21
246,Nouadhibou,MR,20.93,-17.03,1528902000,20,47,80.6,14.99
247,Buritama,BR,-21.07,-50.14,1528905444,68,95,75.1,6.31
248,Longyearbyen,NO,78.22,15.63,1528901400,90,86,33.8,18.34
249,Lasa,CY,34.92,32.53,1528903800,20,74,80.6,6.93
250,College,US,64.86,-147.8,1528901880,1,75,42.8,3.36
251,Ust-Tsilma,RU,65.44,52.15,1528905445,12,84,54.4,3.62
252,Saint-Augustin,FR,44.83,-0.61,1528903800,64,82,69.8,12.75
253,Berlevag,NO,70.86,29.09,1528901400,75,70,42.8,13.87
254,Havoysund,NO,71,24.66,1528903200,75,87,42.8,13.87
255,Kamina,CD,-8.74,25,1528905450,0,23,85,7.99
256,Yaan,NG,7.38,8.57,1528905450,48,100,85.9,7.09
257,Makakilo City,US,21.35,-158.09,1528901820,1,83,77,4.7
258,Along,IN,28.17,94.8,1528905450,100,98,68.89,1.5
259,Vanimo,PG,-2.67,141.3,1528905451,88,100,83.65,4.29
260,Hovd,NO,63.83,10.7,1528903200,75,48,62.6,4.7
261,La Maddalena,IT,39.15,9.02,1528903200,40,57,75.2,17.22
262,Grand Gaube,MU,-20.01,57.66,1528902000,75,69,75.2,14.99
263,Novoagansk,RU,61.94,76.66,1528905453,20,37,67.81,8.43
264,Kearney,US,40.7,-99.08,1528902900,90,64,71.6,14.99
265,Geraldton,CA,49.72,-86.95,1528902000,75,63,62.6,8.05
266,Castro,CL,-42.48,-73.76,1528905454,0,99,39.73,2.73
267,Luganville,VU,-15.51,167.18,1528905455,92,100,75.19,4.85
268,Mahebourg,MU,-20.41,57.7,1528902000,75,69,75.2,14.99
269,Vostok,RU,46.45,135.83,1528905455,44,83,45.04,1.95
270,Esperance,TT,10.24,-61.45,1528902000,75,88,80.6,12.75
271,Fare,PF,-16.7,-151.02,1528905456,0,100,79.42,13.91
272,Toora-Khem,RU,52.47,96.11,1528905456,92,83,57.82,2.84
273,Santa Rita,VE,10.21,-67.56,1528905458,36,64,83.65,2.73
274,West Bay,GB,50.71,-2.76,1528903200,40,77,68,12.75
275,Gamba,CN,28.28,88.52,1528905459,92,91,32.35,2.28
276,Rudnya,RU,50.8,44.56,1528905459,92,88,63.31,7.65
277,Norman Wells,CA,65.28,-126.83,1528902000,90,65,44.6,5.82
278,Salinas,US,36.67,-121.66,1528904100,1,67,60.8,3.62
279,Ugoofaaru,MV,5.67,73,1528905461,80,100,82.93,8.77
280,Kiunga,PG,-6.12,141.3,1528905464,88,94,74.29,2.06
281,Koumac,NC,-20.56,164.28,1528905465,76,96,67.9,4.07
282,Adre,TD,13.47,22.2,1528905465,20,16,103.27,8.66
283,Ahtopol,BG,42.1,27.94,1528903800,0,57,77,13.87
284,Slantsy,RU,59.12,28.09,1528905466,0,55,62.5,4.18
285,Mallaig,GB,57.01,-5.83,1528905466,92,99,53.95,24.09
286,Auch,FR,43.65,0.59,1528903800,40,56,73.4,10.29
287,Pathein,MM,16.78,94.73,1528905467,92,96,76.9,14.81
288,Maceio,BR,-9.67,-35.74,1528905600,75,88,75.2,6.93
289,Oloron-Sainte-Marie,FR,43.19,-0.61,1528903800,88,93,68,11.41
290,Isangel,VU,-19.55,169.27,1528905468,68,100,74.2,14.36
291,Manglaur,IN,29.79,77.88,1528905468,0,64,82.57,2.39
292,Wenling,CN,28.38,121.38,1528905468,92,95,74.56,3.96
293,Pak Phanang,TH,8.35,100.2,1528905469,48,93,85.99,10.22
294,Aksay,RU,47.27,39.86,1528905469,0,21,87.43,3.74
295,Baghdad,IQ,33.3,44.38,1528902000,0,14,104,4.7
296,Fort Nelson,CA,58.81,-122.69,1528902000,90,86,41,9.17
297,Fuerte Olimpo,BR,-21.04,-57.87,1528905470,92,75,60.97,12.8
298,Bandarban,BD,22.2,92.22,1528902000,90,94,80.6,13.87
299,Mao,DO,19.55,-71.08,1528902000,40,62,89.6,12.75
300,Christchurch,NZ,-43.53,172.64,1528903800,100,93,48.2,8.05
301,Goderich,CA,43.74,-81.71,1528905435,32,88,68.17,11.45
302,Kizema,RU,61.11,44.83,1528905476,56,66,53.86,18.39
303,Quatre Cocos,MU,-20.21,57.76,1528902000,75,69,75.2,14.99
304,Kalur Kot,PK,32.16,71.27,1528905476,44,41,91.03,1.95
305,Singaraja,ID,-8.11,115.08,1528905476,64,100,66.73,1.95
306,Coquimbo,CL,-29.95,-71.34,1528902000,0,62,53.6,8.05
307,Urengoy,RU,65.96,78.37,1528905477,12,59,69.25,12.24
308,Yaypan,UZ,40.38,70.82,1528905477,24,43,76.54,3.62
309,Seoul,KR,37.57,126.98,1528902000,75,68,71.6,3.36
310,Acopiara,BR,-6.09,-39.45,1528905477,0,51,83.2,11.23
311,Warrnambool,AU,-38.38,142.48,1528905363,76,100,51.43,17.72
312,Phan Thiet,VN,10.93,108.1,1528905478,36,100,78.61,10
313,Ilebo,CD,-4.33,20.59,1528905478,12,22,94.72,5.19
314,Kijang,KR,35.24,129.21,1528902000,40,72,68,13.87
315,Krasnogorsk,RU,55.82,37.34,1528902000,75,59,69.8,13.42
316,Husavik,CA,50.56,-96.99,1528905479,44,72,67.27,7.31
317,Araouane,ML,18.9,-3.53,1528905479,0,15,111.46,5.75
318,Tilichiki,RU,60.47,166.1,1528905480,0,88,37.93,2.62
319,Bosobolo,CD,4.19,19.88,1528905481,20,70,84.19,6.42
320,Villarrobledo,ES,39.27,-2.6,1528905482,0,28,76.99,12.01
321,Ribeira Grande,PT,38.52,-28.7,1528903800,40,83,75.2,11.41
322,Shakawe,BW,-18.36,21.84,1528905485,0,23,73.93,5.19
323,Nemuro,JP,43.32,145.57,1528905486,80,100,48.64,17.83
324,Miramar,CR,10.09,-84.73,1528902000,0,61,80.6,3.36
325,Kerman,IR,30.29,57.06,1528902000,20,5,91.4,13.87
326,Davidson,US,35.5,-80.85,1528905600,40,65,78.8,4.7
327,Oksfjord,NO,70.24,22.35,1528903200,40,65,46.4,10.29
328,Wattegama,LK,7.35,80.68,1528905487,92,97,71.41,5.75
329,Inyonga,TZ,-6.72,32.06,1528905487,0,32,79.42,3.18
330,Saint George,GR,39.45,22.34,1528903200,40,54,80.6,8.05
331,Jabinyanah,TN,35.03,10.91,1528902000,0,47,80.6,13.87
332,Siddipet,IN,18.1,78.85,1528905488,56,58,84.1,11.68
333,Praia Da Vitoria,PT,38.73,-27.07,1528902000,40,78,75.2,10.22
334,Duluth,US,46.77,-92.13,1528904100,1,46,73.4,8.05
335,Oistins,BB,13.07,-59.53,1528902000,20,66,86,25.28
336,San Onofre,CO,9.74,-75.52,1528905495,0,93,86.44,5.3
337,Avera,US,33.19,-82.53,1528904100,90,83,78.8,3.74
338,Alizai,PK,33.94,71.55,1528905496,0,30,89.77,3.29
339,Bela,PK,26.23,66.31,1528905496,36,29,93.37,10.33
340,Kalas,PK,33.49,72.96,1528903800,0,25,98.6,4.97
341,Gisborne,NZ,-38.66,178.02,1528905498,12,86,52.6,10.67
342,Yuryevets,RU,57.32,43.11,1528905498,24,69,60.7,15.03
343,Bundaberg,AU,-24.87,152.35,1528905498,88,100,64.66,12.01
344,Griffith,AU,-34.29,146.06,1528905499,80,90,50.62,8.88
345,Raudeberg,NO,61.99,5.14,1528903200,75,71,60.8,11.41
346,Rio Gallegos,AR,-51.62,-69.22,1528902000,20,86,33.8,5.82
347,Antalaha,MG,-14.9,50.28,1528905500,88,85,75.01,14.14
348,Houma,CN,35.63,111.36,1528905500,0,58,62.32,2.51
349,Verkhoyansk,RU,67.55,133.39,1528905500,0,63,56.29,2.62
350,Donskoye,RU,45.45,41.98,1528902000,0,30,80.6,6.71
351,Mogadishu,SO,2.04,45.34,1528905402,64,100,78.25,22.08
352,Lewistown,US,40.39,-90.15,1528904100,1,53,78.8,12.75
353,Leningradskiy,RU,69.38,178.42,1528905501,0,88,33.79,21.74
354,Airai,TL,-8.93,125.41,1528905503,76,93,68.98,1.72
355,Nantucket,US,41.28,-70.1,1528904100,90,77,69.8,17.22
356,Mount Gambier,AU,-37.83,140.78,1528905506,92,81,49.72,6.87
357,Katobu,ID,-4.94,122.53,1528905506,24,100,77.98,2.62
358,Baiyin,CN,36.55,104.13,1528902000,0,31,60.8,4.47
359,Jumla,NP,29.28,82.18,1528905507,88,95,37.75,2.51
360,Voh,NC,-20.95,164.69,1528905507,8,100,71.59,14.81
361,Kamaishi,JP,39.28,141.86,1528905507,0,78,53.95,12.8
362,Jurm,AF,36.86,70.83,1528905508,56,100,40.09,1.61
363,La Ronge,CA,55.1,-105.3,1528902000,75,76,53.6,8.05
364,Paragominas,BR,-3,-47.35,1528905508,20,56,91.93,5.41
365,Fairbanks,US,64.84,-147.72,1528901880,1,75,42.8,3.36
366,Poum,MK,41.28,20.71,1528903800,40,47,78.8,8.05
367,Boyle,IE,53.97,-8.3,1528902000,75,100,55.4,18.34
368,Klaksvik,FO,62.23,-6.59,1528903200,92,93,48.2,19.46
369,Aleksandro-Nevskiy,RU,53.48,40.21,1528905510,0,49,74.2,9.78
370,Graham,US,36.07,-79.4,1528905240,75,78,75.2,9.17
371,Paraiso,MX,24.01,-104.61,1528901040,75,68,66.2,3.36
372,Nishihara,JP,35.74,139.53,1528902000,75,68,69.8,3.36
373,Charyshskoye,RU,51.4,83.56,1528905511,8,37,69.7,3.4
374,Struer,DK,56.48,8.6,1528903200,8,63,60.8,17.22
375,Hualmay,PE,-11.1,-77.61,1528905511,12,77,65.02,3.62
376,Ystad,SE,55.43,13.82,1528903200,75,60,68,13.87
377,Buin,CL,-33.73,-70.74,1528905600,0,65,46.4,3.36
378,Gamboma,CG,-1.87,15.88,1528905516,0,64,87.34,6.53
379,Bristol,GB,51.45,-2.6,1528903200,75,77,68,10.29
380,Imbituba,BR,-28.24,-48.67,1528902000,40,64,69.8,3.36
381,Comrie,GB,56.09,-3.58,1528903200,40,72,60.8,14.99
382,Esil,KZ,51.96,66.41,1528905517,0,50,60.25,7.65
383,Lompoc,US,34.64,-120.46,1528904100,1,63,62.6,2.51
384,Coihaique,CL,-45.58,-72.07,1528902000,80,85,33.8,2.24
385,Hamilton,BM,32.3,-64.78,1528901700,40,73,77,10.29
386,Hasaki,JP,35.73,140.83,1528902000,75,93,64.4,3.36
387,Kajaani,FI,64.22,27.73,1528903200,0,52,53.6,4.7
388,Tupik,RU,54.43,119.94,1528905520,0,63,51.25,4.63
389,Kloulklubed,PW,7.04,134.26,1528901700,90,83,82.4,9.17
390,Kieta,PG,-6.22,155.63,1528905520,32,100,76.81,2.73
391,Maldonado,UY,-34.91,-54.96,1528902000,75,76,51.8,19.46
392,Smithers,CA,54.78,-127.17,1528902000,75,81,48.2,2.62
393,Mareeba,AU,-16.99,145.42,1528902000,0,93,60.8,3.4
394,Kaputa,ZM,-8.47,29.66,1528905521,0,29,78.88,3.62
395,Lira,UG,2.25,32.9,1528905521,68,45,82.39,8.21
396,Constitucion,MX,23.99,-104.67,1528901040,75,68,66.2,3.36
397,Ternate,PH,14.29,120.72,1528902000,90,100,77,10.29
398,Haines Junction,CA,60.75,-137.51,1528905526,68,52,42.79,2.62
399,Zagora,HR,46.19,15.87,1528903800,75,73,71.6,2.24
400,Zhongxing,CN,32.02,116.14,1528905527,8,69,74.29,7.99
401,Snezhnogorsk,RU,69.19,33.23,1528903800,75,70,42.8,2.24
402,Sola,FI,62.78,29.36,1528903200,75,76,50,10.29
403,Sioux Lookout,CA,50.1,-91.92,1528902000,20,59,66.2,4.7
404,Sur,OM,22.57,59.53,1528905530,0,82,89.32,4.85
405,Utete,TZ,-7.99,38.76,1528905531,12,51,81.76,6.08
406,Saint-Joseph,FR,43.56,6.97,1528903800,75,60,71.6,4.7
407,Sadao,TH,6.63,100.42,1528902000,75,83,82.4,2.24
